ISIN,FY,ROE_Pct,ROCE_Pct,DebtEquity,EPS,Sales,FixedAssets,CWIP
INE917M01012,FY23,0.02,7.34,1.67,0.06,10333.13,4186.68,2670.4
INE917M01012,FY24,4.44,10.99,1.66,12.38,11736.46,4341.07,2852.58
INE917M01012,FY25,12.65,15.28,1.88,51.71,11316.72,5246.95,3855.53
INE917M01012,FY26,19.07,19.26,1.18,,8983.93,4709.14,3361.54
INE0I3401014,FY23,11.24,9.61,0.82,16.74,2366.62,948.51,39.18
INE0I3401014,FY24,4.6,5.26,1.04,7.0,1839.42,1057.55,21.09
INE0I3401014,FY25,1.45,3.69,1.15,2.21,1842.69,1159.25,83.11
INE0I3401014,FY26,2.45,4.84,1.03,3.8,2073.76,1136.71,6.1
INE879I01012,FY23,-4.23,-0.13,1.21,-2.94,688.8,5.14,0.0
INE879I01012,FY24,26.31,20.6,0.41,28.69,357.47,1502.14,9.95
INE879I01012,FY25,-2.57,-2.67,0.39,-2.33,766.58,1504.54,6.38
INE879I01012,FY26,0.62,3.14,0.18,,1593.27,71.47,0.0
INE385W01011,FY23,-0.51,0.25,0.38,-1.9,2315.05,3234.7,1003.85
INE385W01011,FY24,-2.73,-0.11,0.41,-9.79,2543.62,3236.14,504.97
INE385W01011,FY25,0.06,2.17,0.41,0.21,2711.5,3200.46,281.06
INE385W01011,FY26,1.46,2.86,0.46,6.22,2931.9,3443.22,275.0
INE503A01015,FY23,10.2,,0.88,14.79,2127.17,826.27,43.6
INE503A01015,FY24,10.57,,1.05,16.99,2400.01,864.88,23.78
INE503A01015,FY25,10.81,,1.3,19.49,2848.23,898.4,66.44
INE503A01015,FY26,11.19,,0.85,22.82,3311.35,989.26,40.66
INE0A1101019,FY23,23.96,21.15,0.88,5.9,359.63,1.4,0.0
INE0A1101019,FY24,22.95,22.32,0.74,9.39,459.63,1.88,0.0
INE0A1101019,FY25,20.08,21.9,0.7,9.3,555.75,2.7,0.0
INE0A1101019,FY26,19.68,18.68,0.81,13.48,736.97,7.77,0.0
INE499A01024,FY23,14.71,18.47,0.28,58.41,11479.33,5816.83,1805.19
INE499A01024,FY24,6.86,8.91,0.33,28.67,10865.12,6805.58,2675.72
INE499A01024,FY25,8.63,11.04,0.36,38.75,11995.49,7273.96,848.19
INE499A01024,FY26,11.07,10.9,0.38,54.73,13460.53,7959.81,600.38
INE0OU201013,FY25,16.25,18.98,0.2,7.25,558.11,228.38,8.39
INE0OU201013,FY26,-3.69,-1.27,0.2,,440.17,247.09,12.73
INE500A01029,FY23,18.73,25.71,0.5,6.5,2626.55,1362.31,66.26
INE500A01029,FY24,1.52,6.09,0.43,0.53,1861.17,1354.59,43.07
INE500A01029,FY25,2.91,7.97,0.41,1.02,2000.34,1336.25,65.94
INE500A01029,FY26,4.48,10.02,0.27,1.63,2143.59,1325.31,21.6
INE0KL801015,FY23,12.65,9.99,0.9,8.44,1253.63,20.48,5.34
INE0KL801015,FY24,6.73,8.45,0.26,7.61,1423.58,59.91,0.05
INE0KL801015,FY25,2.83,5.17,0.0,3.49,1083.67,69.4,0.05
INE0KL801015,FY26,-0.51,0.83,0.0,,743.34,70.26,0.0
INE0HR601026,FY23,21.06,30.13,0.11,9.15,2503.75,225.92,0.67
INE0HR601026,FY24,27.53,35.94,0.1,17.56,2431.24,234.01,2.89
INE0HR601026,FY25,22.22,30.87,0.06,17.93,2603.32,275.99,0.93
INE0HR601026,FY26,19.92,28.27,0.06,19.5,2047.87,353.7,49.72
INE583C01021,FY23,7.17,8.22,0.38,35.19,780.16,678.34,241.0
INE583C01021,FY24,5.18,5.2,0.72,26.6,798.44,935.89,513.67
INE583C01021,FY25,1.04,1.64,0.99,5.37,526.98,1207.63,805.38
INE583C01021,FY26,3.81,4.09,1.0,20.4,635.61,1333.8,2.56
INE841L01016,FY23,3.06,6.13,0.86,1.88,586.98,387.19,12.03
INE841L01016,FY24,5.81,8.04,1.02,37.95,7786.47,4870.48,787.88
INE841L01016,FY25,0.55,0.77,0.54,6.65,827.36,6058.36,1894.39
INE841L01016,FY26,8.69,9.55,0.79,11.14,1142.0,721.86,79.86
INE501A01019,FY23,23.88,22.7,0.73,97.7,8700.13,6018.3,3620.43
INE501A01019,FY24,8.17,10.97,0.75,35.87,7098.47,6867.32,876.15
INE501A01019,FY25,14.97,15.35,0.67,73.95,8430.6,7566.16,1639.38
INE501A01019,FY26,10.77,10.81,0.83,58.4,9400.4,9002.15,3214.17
INE288B01029,FY23,20.83,28.12,0.02,62.46,7882.58,2275.16,361.64
INE288B01029,FY24,16.91,21.91,0.06,59.45,7609.92,3056.51,813.4
INE288B01029,FY25,12.94,14.73,0.24,51.12,8091.48,4109.04,1708.87
INE288B01029,FY26,9.43,10.74,0.28,40.36,7761.25,5136.75,1926.82
INE0FHS01024,FY23,9.01,10.75,0.05,19.28,341.34,642.0,19.83
INE0FHS01024,FY24,8.58,10.04,0.11,19.35,426.99,813.83,219.93
INE0FHS01024,FY25,-4.95,-1.4,0.11,-14.08,576.13,954.41,258.22
INE0FHS01024,FY26,9.0,7.14,0.1,28.12,890.71,1142.87,55.82
INE148O01028,FY23,-10.98,-9.55,0.1,-14.09,7225.3,1514.55,52.74
INE148O01028,FY24,-2.72,-1.52,0.13,-3.4,8141.54,1958.18,37.92
INE148O01028,FY25,1.72,2.61,0.15,2.14,8931.9,2522.53,38.51
INE148O01028,FY26,1.58,2.55,0.15,2.0,10508.31,2915.0,0.97
INE124G01033,FY23,11.78,14.81,0.03,9.75,964.47,971.15,160.38
INE124G01033,FY24,9.7,14.01,0.02,9.12,848.27,1302.13,406.25
INE124G01033,FY25,9.34,15.08,0.01,9.3,729.63,1445.25,278.62
INE124G01033,FY26,3.79,5.21,0.02,,688.46,1326.9,467.87
INE947J01015,FY23,7.57,4.47,0.01,5.09,1104.29,432.45,29.43
INE947J01015,FY24,6.28,7.17,0.01,4.5,1080.75,371.4,18.06
INE947J01015,FY25,5.53,6.88,0.01,4.2,1005.41,321.77,14.34
INE947J01015,FY26,4.38,5.52,0.01,3.48,974.28,259.7,8.26
INE0R4L01018,FY23,47.93,64.34,0.01,18.77,173.88,24.32,0.0
INE0R4L01018,FY24,36.81,49.6,0.01,22.65,238.6,24.51,0.0
INE0R4L01018,FY25,12.94,17.57,0.0,25.83,203.28,24.33,0.0
INE0R4L01018,FY26,13.27,17.61,0.03,22.81,250.38,24.19,0.0
INE872J01023,FY23,27.31,15.24,1.61,2.19,2972.8,2203.97,31.23
INE872J01023,FY24,4.48,4.81,2.75,0.39,3531.68,3215.7,25.6
INE872J01023,FY25,0.84,6.48,2.91,0.08,4920.64,3532.35,19.43
INE872J01023,FY26,-2.51,4.11,2.45,-0.31,5571.36,3806.55,17.89
INE041A01016,FY23,15.11,14.87,0.71,23.72,2427.84,1146.89,103.34
INE041A01016,FY24,12.21,11.37,0.89,20.27,2160.37,1165.88,17.21
INE041A01016,FY25,4.53,6.11,0.81,7.98,1945.82,1140.22,8.79
INE041A01016,FY26,5.44,6.43,0.75,10.09,1961.07,1106.29,12.54
INE680A01011,FY23,5.14,,0.51,1.58,549.5,257.57,6.72
INE680A01011,FY24,5.62,,0.29,1.79,580.58,274.34,7.82
INE680A01011,FY25,4.78,,0.14,2.37,652.49,281.56,15.14
INE680A01011,FY26,6.97,,0.5,2.6,814.72,290.04,0.0
INE435G01025,FY23,22.0,27.94,0.03,50.35,1682.44,321.08,157.66
INE435G01025,FY24,19.04,25.09,0.02,52.46,1732.89,350.65,29.42
INE435G01025,FY25,21.17,26.9,0.05,65.55,2009.71,336.79,9.12
INE435G01025,FY26,17.08,22.32,0.02,63.72,1952.68,321.31,13.81
INE00OQ01016,FY23,8.52,10.99,0.17,9.76,522.45,136.17,97.66
INE00OQ01016,FY24,12.35,12.84,0.31,13.13,652.66,310.56,0.52
INE00OQ01016,FY25,8.83,11.5,0.29,10.3,951.04,313.14,4.69
INE00OQ01016,FY26,12.17,15.44,0.29,,1137.96,315.94,6.22
INE320L01011,FY23,12.9,27.02,0.16,480.16,217.5,666.09,600.54
INE320L01011,FY24,1.91,5.98,0.15,80.14,379.35,760.51,133.49
INE320L01011,FY25,3.38,7.09,0.14,148.88,437.17,787.23,173.15
INE320L01011,FY26,0.66,2.4,0.35,29.49,359.94,1499.33,913.77
INE989C01038,FY23,4.38,-3.1,-2.39,-0.81,13.96,1258.3,188.45
INE989C01038,FY24,-1.75,1.71,-2.42,0.32,335.26,1255.11,197.7
INE989C01038,FY25,-3.93,-11.31,-0.53,0.65,1115.39,1302.51,134.92
INE989C01038,FY26,-26.18,10.4,-4.2,,1910.1,1352.37,152.32
INE393P01035,FY23,3.0,1.05,0.09,8.51,1641.71,397.52,14.86
INE393P01035,FY24,7.29,10.11,0.11,22.22,1610.15,466.34,0.45
INE393P01035,FY25,-4.97,-4.73,0.11,-14.36,1699.08,413.43,13.16
INE393P01035,FY26,1.39,2.91,0.06,,1716.05,394.94,4.48
INE184O01015,FY23,15.61,16.05,0.34,5.92,252.52,65.1,1.83
INE184O01015,FY24,16.08,18.88,0.18,8.19,275.8,91.68,1.1
INE184O01015,FY25,9.73,12.54,0.06,9.59,335.28,100.54,3.14
INE184O01015,FY26,12.42,15.49,0.07,13.55,406.63,132.71,22.98
INE0U4701011,FY26,-1.95,6.03,0.63,-1.1,3080.18,622.83,1.86
INE836F01026,FY23,213.45,253.7,-0.09,-8.75,2236.74,1552.53,500.79
INE836F01026,FY24,71.35,3.79,0.0,-10.22,1829.83,1564.43,494.69
INE836F01026,FY25,15.04,6.83,-0.01,-2.53,1567.6,1336.92,502.52
INE836F01026,FY26,19.97,13.29,0.0,-4.2,1162.61,1014.56,144.08
INE753U01022,FY23,9.28,12.48,0.0,18.45,267.15,194.37,80.85
INE753U01022,FY24,6.85,9.27,0.0,12.99,250.43,244.09,30.87
INE753U01022,FY25,4.09,5.58,0.0,7.98,218.92,249.99,5.4
INE753U01022,FY26,7.38,9.9,0.0,15.34,352.89,266.74,17.73
INE361B01024,FY23,14.29,18.55,0.0,68.69,7665.0,4948.0,231.0
INE361B01024,FY24,11.79,15.96,0.0,60.27,7796.0,5632.0,897.0
INE361B01024,FY25,14.64,19.49,0.0,82.53,9325.0,6698.0,1260.0
INE361B01024,FY26,15.32,20.34,0.0,96.75,10476.0,8769.0,2247.0
INE935N01020,FY23,19.89,23.08,0.35,42.69,12173.35,1438.43,247.54
INE935N01020,FY24,21.7,25.88,0.29,61.27,17613.91,2026.04,90.75
INE935N01020,FY25,36.39,46.84,0.22,202.58,38860.1,2979.99,301.75
INE935N01020,FY26,30.76,38.94,0.21,269.35,48872.8,4121.85,570.84
INE271C01023,FY23,5.4,4.55,0.09,8.22,5681.97,896.12,65.44
INE271C01023,FY24,6.92,5.6,0.12,11.02,6249.21,846.53,72.78
INE271C01023,FY25,10.26,5.65,0.1,17.64,7946.6,807.25,85.94
INE271C01023,FY26,9.71,6.81,0.01,17.83,7837.66,871.56,180.02
INE250K01012,FY23,22.82,30.16,0.03,24.32,1180.48,25.04,0.0
INE250K01012,FY24,21.29,28.27,0.02,26.09,1235.41,22.47,0.0
INE250K01012,FY25,21.93,29.28,0.01,29.37,1383.86,18.55,0.0
INE250K01012,FY26,20.58,27.16,0.03,29.31,1565.7,29.32,0.0
INE192R01011,FY23,14.79,18.7,0.04,36.49,42735.38,12059.65,829.16
INE192R01011,FY24,13.56,18.24,0.03,38.93,50700.67,14233.51,935.22
INE192R01011,FY25,12.64,16.82,0.04,41.5,59233.15,17190.91,1099.35
INE192R01011,FY26,12.14,15.71,0.1,45.63,68684.5,21268.32,1299.96
INE505A01010,FY23,3.5,6.95,0.51,2.78,381.61,229.92,15.37
INE505A01010,FY24,5.53,10.27,0.42,4.65,320.59,230.6,7.34
INE505A01010,FY25,9.46,13.91,0.32,8.63,431.3,214.83,0.08
INE505A01010,FY26,11.01,14.51,0.35,,581.58,205.01,4.86
INE021O01019,FY23,12.58,15.24,0.03,20.39,2810.39,624.54,65.63
INE021O01019,FY24,14.64,20.76,0.04,27.75,3123.86,671.6,17.79
INE021O01019,FY25,18.49,24.73,0.03,43.27,3718.25,716.14,21.14
INE021O01019,FY26,15.95,16.34,0.03,44.26,4123.24,919.05,118.84
INE966A01022,FY23,18.15,22.77,0.22,6.59,245.02,1.42,0.0
INE966A01022,FY24,19.86,26.91,0.11,8.94,335.97,3.73,0.0
INE966A01022,FY25,21.48,32.31,0.07,12.24,529.9,4.93,0.0
INE966A01022,FY26,11.41,15.93,0.25,7.32,403.58,6.25,0.0
INE325C01035,FY23,7.43,9.05,0.25,9.26,1366.56,198.44,101.08
INE325C01035,FY24,11.55,12.72,0.41,15.9,1547.78,263.84,37.03
INE325C01035,FY25,10.64,12.67,0.4,16.05,1681.39,285.39,12.93
INE325C01035,FY26,11.32,13.44,0.31,,1849.45,296.0,28.8
INE920A01037,FY23,20.36,18.7,0.1,4.57,0.0,57.72,0.0
INE920A01037,FY24,2.52,0.54,0.01,1.59,6.47,49.17,46.55
INE920A01037,FY25,17.06,11.16,0.6,11.62,74.02,222.73,221.62
INE920A01037,FY26,19.39,13.32,0.57,17.13,116.42,308.94,0.0
INE321T01012,FY23,28.39,31.32,0.41,15.79,1207.66,338.69,20.64
INE321T01012,FY24,18.8,23.41,0.21,26.62,1530.66,485.8,50.07
INE321T01012,FY25,20.18,24.85,0.21,33.31,1912.63,682.77,107.87
INE321T01012,FY26,18.87,24.47,0.12,37.79,2326.37,842.57,162.08
INE266Y01019,FY23,25.03,23.29,0.7,20.36,1975.12,48.81,0.0
INE266Y01019,FY24,25.91,23.08,0.72,27.8,2339.91,48.65,0.49
INE266Y01019,FY25,27.89,28.13,0.46,49.98,3310.79,75.79,10.94
INE266Y01019,FY26,33.49,31.92,0.48,92.84,4065.13,74.52,0.55
INE360C01024,FY23,1.57,4.43,0.28,0.1,612.19,911.78,15.34
INE360C01024,FY24,1.69,4.39,0.21,0.11,634.08,895.32,14.3
INE360C01024,FY25,0.8,3.46,0.18,0.04,620.37,977.99,10.1
INE360C01024,FY26,1.44,3.53,0.14,,683.01,965.7,10.9
INE506A01018,FY23,-15.96,-10.86,0.31,-70.07,1158.3,1651.01,120.16
INE506A01018,FY24,2.64,3.25,0.44,11.38,943.15,1774.76,344.3
INE506A01018,FY25,-2.25,0.56,0.76,-12.07,1127.32,1934.56,583.51
INE506A01018,FY26,0.39,4.12,0.88,,1208.33,2101.34,894.47
INE089A01031,FY23,19.51,25.28,0.06,54.17,24587.9,6646.2,995.6
INE089A01031,FY24,19.85,24.48,0.07,66.92,27916.4,7688.6,1446.0
INE089A01031,FY25,16.96,20.94,0.14,67.78,32553.5,9776.1,2483.8
INE089A01031,FY26,11.36,12.89,0.21,51.42,33593.3,11593.0,1540.9
INE417B01040,FY23,31.93,31.16,0.66,27.7,804.47,6.73,0.0
INE417B01040,FY24,34.15,41.11,0.23,42.37,1024.46,5.76,0.26
INE417B01040,FY25,31.34,29.27,0.6,56.95,1267.22,33.28,24.07
INE417B01040,FY26,26.89,24.86,0.75,,1424.28,160.58,2.61
INE477B01010,FY23,20.57,24.1,0.14,154.88,217.43,660.83,596.63
INE477B01010,FY24,5.17,6.2,0.13,43.71,376.95,748.88,133.38
INE477B01010,FY25,4.52,6.05,0.12,41.16,446.05,781.9,173.01
INE477B01010,FY26,2.77,3.14,0.29,,288.92,1483.33,913.77
INE366A01041,FY23,14.16,15.84,0.51,5.56,2091.42,583.25,0.95
INE366A01041,FY24,10.16,12.79,0.55,4.44,1709.3,583.53,0.45
INE366A01041,FY25,2.89,5.4,0.63,1.26,1358.88,546.96,0.0
INE366A01041,FY26,3.72,4.92,0.41,1.66,1401.94,528.07,0.0
INE600Y01019,FY23,17.48,21.06,0.46,7.04,668.38,58.72,3.15
INE600Y01019,FY24,17.65,20.27,0.56,8.58,767.82,70.45,7.82
INE600Y01019,FY25,17.34,22.63,0.16,6.82,1025.04,92.62,9.32
INE600Y01019,FY26,18.47,24.07,0.09,17.42,1197.06,132.69,36.25
INE221B01012,FY23,7.9,8.91,1.39,67.32,1300.01,637.48,85.0
INE221B01012,FY24,18.24,15.2,0.88,179.4,1416.32,679.22,5.96
INE221B01012,FY25,6.0,8.68,0.8,63.39,1403.8,697.44,20.31
INE221B01012,FY26,4.08,7.56,0.8,,1621.34,722.39,7.16
INE255Z01027,FY23,20.06,24.75,0.12,0.68,66.2,28.49,0.0
INE255Z01027,FY24,30.86,15.73,2.03,1.47,94.46,198.17,0.0
INE255Z01027,FY25,2.98,4.56,0.05,2.72,163.96,1010.58,636.18
INE255Z01027,FY26,-0.92,-0.49,0.09,-0.78,245.58,1552.35,533.45
INE07O001026,FY23,36.27,41.05,0.23,0.38,448.83,16.0,0.0
INE07O001026,FY24,17.06,23.68,0.03,0.29,590.58,26.93,7.6
INE07O001026,FY25,14.9,19.63,0.05,0.3,587.32,83.45,31.7
INE07O001026,FY26,-4.92,-5.48,0.04,,535.7,109.65,15.87
INE18JU01028,FY23,28.97,16.25,1.44,2.84,645.22,17.37,0.7
INE18JU01028,FY24,31.96,15.38,2.03,4.57,1127.58,40.78,0.0
INE18JU01028,FY25,30.48,17.15,2.0,6.05,1411.11,41.31,0.0
INE18JU01028,FY26,17.42,15.97,0.57,1.52,1891.08,73.67,0.0
INE738I01010,FY23,28.5,35.32,0.11,48.58,2648.71,279.82,20.82
INE738I01010,FY24,22.76,28.36,0.12,52.19,2925.54,370.16,0.77
INE738I01010,FY25,23.47,28.28,0.16,56.04,3365.86,495.03,0.19
INE738I01010,FY26,27.57,33.17,0.15,74.42,4117.03,543.84,4.92
INE06HJ01020,FY23,37.86,39.49,0.33,7.27,421.89,36.58,0.0
INE06HJ01020,FY24,35.25,41.05,0.17,10.42,553.39,45.73,0.0
INE06HJ01020,FY25,27.1,34.39,0.06,10.02,653.96,57.64,0.0
INE06HJ01020,FY26,21.73,28.29,0.03,9.6,808.16,60.21,0.0
INE532F01054,FY23,5.1,,3.23,3.83,4845.39,1033.51,0.71
INE532F01054,FY24,8.83,,4.27,4.68,5629.45,972.21,3.66
INE532F01054,FY25,9.01,,4.07,5.81,7156.59,990.18,34.35
INE532F01054,FY26,11.82,,4.02,7.15,8039.35,929.09,1.44
INE886D01026,FY23,5.95,5.48,4.44,0.82,103.21,309.84,19.03
INE886D01026,FY24,13.59,13.19,0.95,5.73,419.46,348.23,27.15
INE886D01026,FY25,26.17,17.28,1.62,10.19,656.74,650.21,1.92
INE886D01026,FY26,28.68,16.5,1.74,16.61,1036.68,701.1,0.0
INE066A01021,FY23,19.44,25.05,0.02,106.38,14175.9,2380.49,154.71
INE066A01021,FY24,22.17,28.45,0.02,145.92,16234.02,2536.16,313.91
INE066A01021,FY25,22.23,27.52,0.02,172.37,18538.21,2767.89,182.15
INE066A01021,FY26,21.97,28.01,0.02,200.73,22977.57,3027.01,350.29
INE126A01031,FY23,15.57,36.86,0.27,53.25,20681.48,4377.67,569.13
INE126A01031,FY24,12.75,27.72,0.25,50.61,21194.6,5014.57,522.33
INE126A01031,FY25,11.07,20.39,0.73,49.33,23419.21,6274.75,524.73
INE126A01031,FY26,6.5,14.52,0.98,31.91,27239.97,7693.75,397.79
INE0LLY01014,FY23,43.46,42.0,0.51,3.13,338.1,18.58,0.26
INE0LLY01014,FY24,37.11,31.16,0.8,6.18,728.92,48.29,1.38
INE0LLY01014,FY25,17.73,22.61,0.24,11.76,1066.06,85.31,15.13
INE0LLY01014,FY26,14.84,17.26,0.34,,1145.6,366.7,114.25
INE546V01010,FY23,1.88,4.94,0.6,0.49,138.86,32.62,0.03
INE546V01010,FY24,3.28,6.26,0.59,0.88,107.27,33.69,3.35
INE546V01010,FY25,7.73,9.54,0.58,2.26,143.74,33.07,4.87
INE546V01010,FY26,6.45,9.15,0.77,,152.04,47.81,3.65
INE276C01014,FY23,16.29,21.22,0.01,10.6,337.07,288.64,12.76
INE276C01014,FY24,17.51,23.38,0.01,13.3,384.79,310.08,7.9
INE276C01014,FY25,17.12,22.87,0.01,15.07,408.24,306.49,17.48
INE276C01014,FY26,14.47,19.37,0.01,14.31,383.73,348.39,52.54
INE230A01023,FY23,9.32,13.51,0.07,5.03,2018.81,2479.99,100.82
INE230A01023,FY24,16.22,22.58,0.05,10.22,2511.27,2569.39,177.11
INE230A01023,FY25,16.03,21.49,0.06,11.82,2743.15,2961.56,317.66
INE230A01023,FY26,11.94,17.59,0.05,10.05,2939.63,3569.45,228.06
INE158B01016,FY23,5.57,7.2,0.0,33.85,171.0,62.23,0.52
INE158B01016,FY24,10.46,12.93,0.0,70.06,225.15,58.75,0.32
INE158B01016,FY25,11.32,15.19,0.0,84.78,245.03,58.28,1.32
INE158B01016,FY26,8.28,10.71,0.01,67.11,229.11,113.92,49.81
INE184H01027,FY23,7.62,9.41,0.12,6.79,1260.49,451.64,83.33
INE184H01027,FY24,9.02,10.73,0.06,8.84,1201.48,486.84,99.61
INE184H01027,FY25,8.12,9.98,0.14,8.73,1499.21,587.94,197.31
INE184H01027,FY26,10.49,10.45,0.19,13.09,1470.57,721.9,162.28
INE668G01021,FY23,12.88,17.43,0.01,45.12,126.52,5.89,0.0
INE668G01021,FY24,9.14,10.49,0.23,34.43,112.7,5.16,0.0
INE668G01021,FY25,5.6,6.96,0.3,21.87,133.94,4.39,0.0
INE668G01021,FY26,6.08,7.34,0.39,,164.93,3.75,0.0
INE205B01031,FY23,18.57,23.12,0.04,10.58,1501.38,608.5,0.12
INE205B01031,FY24,22.17,28.17,0.04,7.92,1906.53,622.61,0.91
INE205B01031,FY25,20.77,25.13,0.09,18.5,2197.0,770.23,6.7
INE205B01031,FY26,14.8,18.51,0.12,15.2,2337.09,900.68,23.11
INE086A01029,FY23,7.21,9.18,0.61,5.31,7246.46,4051.89,1328.88
INE086A01029,FY24,14.47,15.27,0.46,12.3,7433.22,4159.56,1238.22
INE086A01029,FY25,12.27,12.86,0.37,11.48,7319.97,4350.59,1255.37
INE086A01029,FY26,2.73,4.84,0.26,2.61,5918.02,4378.21,1185.69
INE822G01016,FY23,1.08,6.13,-1.81,-9.28,3063.92,663.13,29.08
INE822G01016,FY24,-40.62,38.06,-2.27,249.08,4271.5,687.31,77.47
INE822G01016,FY25,-278.47,40.36,-8.1,347.06,4115.37,719.92,121.19
INE822G01016,FY26,10.18,0.11,-6.91,-12.29,3692.09,763.36,138.45
INE285A01027,FY23,27.04,27.22,0.42,11.71,3021.96,354.2,8.5
INE285A01027,FY24,19.37,20.88,0.4,9.86,3202.4,365.8,16.5
INE285A01027,FY25,18.77,20.96,0.31,11.08,3490.0,428.2,74.1
INE285A01027,FY26,19.28,21.8,0.24,13.61,3929.5,580.8,146.5
INE236E01022,FY23,7.75,8.5,0.29,2.15,201.91,273.6,89.9
INE236E01022,FY24,11.05,12.13,0.44,3.46,266.46,350.08,19.45
INE236E01022,FY25,16.88,16.89,0.5,6.36,312.48,402.96,64.14
INE236E01022,FY26,10.68,12.46,0.19,,341.58,531.17,77.9
INE548C01032,FY23,27.77,28.28,0.04,14.5,3362.01,656.13,7.6
INE548C01032,FY24,29.57,31.52,0.04,16.55,3530.27,619.9,9.67
INE548C01032,FY25,29.93,32.44,0.03,18.48,3765.07,589.48,16.59
INE548C01032,FY26,26.51,27.78,0.06,17.76,3745.29,574.51,3.12
INE830C01026,FY23,9.9,9.5,1.23,8.71,2370.73,1149.97,6.39
INE830C01026,FY24,10.89,12.56,0.78,10.61,1988.31,1093.29,10.97
INE830C01026,FY25,3.84,6.53,1.14,3.32,1928.04,1066.74,9.71
INE830C01026,FY26,10.67,11.58,1.42,8.69,1907.23,1032.72,4.62
INE069I01010,FY23,-16.64,-13.64,0.07,-11.29,354.56,88.15,65.0
INE069I01010,FY24,34.39,0.34,-5.36,-9.2,1090.05,35.15,12.38
INE069I01010,FY25,2.14,3.51,0.49,2.65,2179.5,113.0,21.4
INE069I01010,FY26,-8.84,-2.29,0.54,-6.43,1731.83,147.85,0.7
INE168P01015,FY23,21.27,18.82,0.93,29.43,5931.08,2230.8,419.58
INE168P01015,FY24,16.87,17.55,0.79,27.57,6581.99,2411.26,146.4
INE168P01015,FY25,15.32,20.98,0.23,36.43,7896.0,2444.05,140.99
INE168P01015,FY26,18.67,22.11,0.31,48.77,9203.54,2490.82,172.06
INE02YR01019,FY23,10.37,9.88,1.21,3.63,5089.96,1165.39,23.82
INE02YR01019,FY24,13.43,11.95,1.15,4.78,5915.54,1427.58,72.97
INE02YR01019,FY25,10.48,9.51,1.29,4.17,6731.31,1831.34,75.71
INE02YR01019,FY26,6.59,8.2,1.23,2.78,7183.26,1948.58,19.32
INE296H01011,FY23,6.69,6.39,0.11,5.68,195.34,37.46,0.0
INE296H01011,FY24,13.47,16.23,0.17,12.74,270.3,41.33,0.0
INE296H01011,FY25,18.75,18.23,0.18,21.95,316.73,40.45,0.25
INE296H01011,FY26,3.99,6.49,0.26,5.51,349.78,39.67,0.32
INE1C6T01020,FY23,6.36,5.61,3.73,0.13,604.58,505.66,183.11
INE1C6T01020,FY24,17.12,4.78,8.57,0.42,941.54,1162.67,873.7
INE1C6T01020,FY25,68.74,22.7,3.85,5.33,2335.61,2199.0,154.26
INE1C6T01020,FY26,29.27,36.8,0.1,17.17,5049.88,2642.19,9.85
INE0OV601013,FY23,21.94,27.6,0.09,19.39,538.1,42.57,4.03
INE0OV601013,FY24,19.09,23.8,0.09,29.38,793.31,79.07,13.04
INE0OV601013,FY25,18.81,24.25,0.09,33.05,972.49,73.44,10.98
INE0OV601013,FY26,8.58,11.78,0.15,,732.75,116.04,37.18
INE01QM01018,FY23,15.75,18.41,0.06,8.01,248.76,136.58,36.6
INE01QM01018,FY24,11.44,14.39,0.01,9.5,373.12,144.19,33.4
INE01QM01018,FY25,11.36,14.56,0.0,10.22,519.38,131.94,17.14
INE01QM01018,FY26,11.83,14.5,0.03,13.02,701.58,152.62,18.58
INE913H01037,FY23,10.87,13.17,0.12,34.09,8676.06,2972.78,338.1
INE913H01037,FY24,13.67,16.35,0.15,48.38,10082.5,3457.46,323.81
INE913H01037,FY25,14.63,17.12,0.17,59.46,11371.36,3980.1,367.65
INE913H01037,FY26,13.91,16.33,0.19,,14339.85,5111.5,517.64
INE510A01028,FY23,17.65,22.57,0.01,6.16,3328.35,272.1,25.92
INE510A01028,FY24,19.74,21.0,0.01,7.92,3282.16,297.99,35.93
INE510A01028,FY25,21.72,27.53,0.01,10.32,3087.58,302.37,45.68
INE510A01028,FY26,21.99,28.35,0.01,12.3,3928.18,333.15,30.84
INE1NPP01017,FY24,18.65,24.68,0.04,16.85,4759.6,540.7,111.7
INE1NPP01017,FY25,25.11,33.47,0.03,30.89,7782.5,711.6,176.0
INE010601016,FY23,-1.94,3.94,0.74,-2.66,3293.14,96.86,0.0
INE010601016,FY24,2.39,4.86,0.21,10.81,3888.16,93.09,0.0
INE010601016,FY25,5.5,8.36,0.22,21.76,5065.48,132.06,0.0
INE010601016,FY26,6.81,9.65,0.4,,6540.06,201.46,1.05
INE0G5901015,FY23,10.19,8.66,1.67,3.34,1498.46,560.34,141.74
INE0G5901015,FY24,3.96,6.77,0.43,4.35,1365.3,710.99,33.46
INE0G5901015,FY25,5.79,9.38,0.44,5.75,2170.87,783.59,93.88
INE0G5901015,FY26,0.34,4.1,0.77,0.34,1894.46,996.78,88.63
INE0MLS01022,FY23,19.01,18.31,0.87,,648.07,162.2,13.13
INE0MLS01022,FY24,25.43,22.94,0.89,,896.12,234.5,0.61
INE0MLS01022,FY25,16.76,18.49,0.61,5.91,1133.92,303.07,55.94
INE0MLS01022,FY26,12.61,18.13,0.16,9.95,1525.32,413.35,60.35
INE071N01016,FY23,33.05,31.14,0.72,85.03,2169.44,1952.39,173.53
